id,time_with_company,promotion_received,race,score_text,gender,new_projects,decile_score,left_company
2448,21,0,Non-Minority,High,Female,0,8,1
2451,61,1,Minority,Low,Female,0,1,0
2453,51,1,Minority,Medium,Male,5,7,1
2456,43,0,Minority,Medium,Female,9,6,0
2459,36,0,Non-Minority,Medium,Female,0,5,0
2460,58,0,Minority,Low,Female,3,4,1
2464,57,0,Non-Minority,High,Female,12,9,0
2465,37,0,Non-Minority,Medium,Female,2,7,0
2467,44,0,Non-Minority,Medium,Female,6,6,0
2474,45,0,Non-Minority,Medium,Female,8,7,1
2476,26,0,Non-Minority,High,Female,13,8,1
2477,34,0,Minority,Medium,Female,9,6,1
2478,25,0,Non-Minority,Low,Female,0,3,0
2479,31,1,Non-Minority,Medium,Female,8,7,1
2480,43,0,Non-Minority,Low,Female,1,1,0
2482,30,1,Non-Minority,Low,Female,0,1,0
2484,50,1,Minority,Low,Female,0,1,0
2485,31,0,Non-Minority,Low,Male,2,2,0
2486,33,1,Minority,Medium,Male,7,6,0
2487,32,0,Non-Minority,Medium,Female,1,5,1
2488,46,1,Minority,Low,Male,0,1,1
2490,37,0,Non-Minority,Medium,Female,8,5,1
2493,32,0,Minority,Medium,Male,6,6,1
2494,23,0,Non-Minority,Medium,Male,2,7,1
2495,21,0,Minority,Medium,Female,0,5,0
2498,49,1,Minority,Low,Female,2,2,0
2499,55,0,Minority,Medium,Female,3,7,1
2501,22,0,Non-Minority,Low,Female,0,2,0
2503,31,0,Non-Minority,Medium,Male,7,5,1
2504,22,1,Minority,Low,Female,0,2,1
2507,28,1,Non-Minority,Medium,Female,5,6,0
2509,21,0,Non-Minority,Medium,Female,1,5,1
2512,30,0,Non-Minority,Medium,Female,21,7,1
2513,22,0,Non-Minority,High,Female,13,10,1
2514,35,0,Non-Minority,High,Female,23,9,1
2515,28,0,Non-Minority,High,Female,11,10,0
2516,24,0,Non-Minority,Low,Female,1,3,0
2519,32,0,Non-Minority,Medium,Female,24,7,1
2521,24,0,Non-Minority,Medium,Male,1,5,0
2523,57,0,Non-Minority,Low,Female,19,3,0
2525,28,0,Minority,Low,Female,0,2,0
2526,51,1,Minority,Low,Female,0,1,0
2529,26,1,Non-Minority,Low,Female,0,2,1
2530,20,0,Non-Minority,Medium,Female,0,6,1
2532,25,1,Non-Minority,Medium,Female,6,7,0
2533,19,1,Minority,Medium,Female,0,6,1
2534,49,0,Minority,Low,Female,1,1,1
2536,57,1,Non-Minority,High,Female,27,10,0
2537,27,1,Non-Minority,Low,Male,0,2,0
2538,66,1,Minority,Low,Female,1,1,0
2540,21,0,Minority,Low,Female,0,3,0
2541,45,0,Minority,Low,Female,1,2,0
2543,37,0,Non-Minority,High,Female,24,8,0
2544,44,0,Minority,High,Female,13,9,1
2546,64,0,Non-Minority,Low,Female,0,4,0
2548,30,0,Non-Minority,Medium,Female,1,6,1
2549,61,1,Non-Minority,Low,Female,1,1,0
2554,49,0,Minority,Low,Male,8,2,0
2556,23,0,Non-Minority,Medium,Female,0,7,0
2560,21,0,Minority,High,Female,0,9,1
2561,30,0,Minority,High,Male,2,10,1
2566,27,1,Non-Minority,High,Female,2,9,0
2567,38,1,Minority,Medium,Female,1,6,0
2568,48,0,Non-Minority,High,Female,14,9,1
2569,26,1,Minority,Low,Female,0,2,0
2571,24,0,Non-Minority,High,Female,4,8,1
2572,28,0,Non-Minority,Medium,Male,2,5,1
2573,44,0,Minority,Medium,Male,4,6,1
2574,23,0,Minority,Medium,Female,2,7,0
2575,34,0,Minority,Medium,Male,1,6,1
2576,20,0,Minority,Medium,Female,1,5,1
2579,36,1,Non-Minority,Low,Male,0,1,0
2580,58,0,Minority,Low,Female,1,1,0
2583,35,0,Minority,Low,Male,4,3,0
2584,23,0,Non-Minority,Medium,Female,3,7,0
2586,40,0,Minority,Low,Female,1,1,0
2591,23,1,Non-Minority,Medium,Female,3,6,1
2592,27,1,Minority,Low,Female,0,3,1
2593,26,0,Non-Minority,Medium,Male,3,5,0
2594,49,0,Non-Minority,Low,Female,1,1,0
2602,47,0,Non-Minority,Low,Female,6,2,0
2604,34,0,Non-Minority,Medium,Female,7,6,1
2606,27,0,Non-Minority,High,Female,10,9,0
2607,52,1,Minority,Low,Male,0,1,0
2608,26,1,Non-Minority,Low,Female,0,3,1
2609,25,0,Non-Minority,Medium,Female,9,7,0
2610,51,0,Non-Minority,Low,Female,1,2,0
2611,29,1,Non-Minority,Low,Male,1,2,0
2613,46,0,Minority,Low,Female,0,1,0
2614,28,0,Minority,Low,Female,6,4,0
2615,57,0,Non-Minority,Low,Female,0,1,0
2618,34,0,Non-Minority,High,Female,27,9,1
2619,27,0,Non-Minority,Low,Female,3,3,0
2620,25,1,Non-Minority,High,Female,7,9,1
2621,31,0,Minority,Medium,Female,1,7,1
2623,37,0,Non-Minority,Low,Female,8,2,0
2624,51,0,Non-Minority,Low,Female,0,2,1
2630,28,0,Non-Minority,Medium,Female,8,6,0
2632,56,0,Minority,Low,Female,4,1,0
2633,45,0,Non-Minority,High,Female,15,9,1
2634,26,0,Minority,Medium,Female,7,6,1
2637,33,0,Minority,High,Female,7,8,1
2638,23,1,Minority,Low,Female,0,4,0
2639,31,1,Non-Minority,Low,Female,0,2,0
2643,32,0,Minority,Low,Female,0,1,0
2644,30,1,Minority,Low,Female,1,3,1
2649,66,0,Minority,Low,Female,1,1,0
2650,40,0,Non-Minority,Low,Male,0,1,0
2651,59,1,Non-Minority,Low,Female,4,2,0
2654,27,1,Non-Minority,Medium,Female,3,7,0
2655,22,0,Non-Minority,Low,Female,0,3,0
2656,58,0,Minority,Low,Female,1,1,0
2658,29,0,Minority,Low,Female,2,3,0
2664,27,0,Non-Minority,High,Female,0,8,1
2667,24,0,Minority,Medium,Female,0,5,0
2668,35,0,Minority,Low,Male,3,4,0
2671,29,0,Non-Minority,High,Female,7,8,1
2672,30,0,Non-Minority,High,Female,5,9,1
2673,23,0,Non-Minority,Low,Female,1,2,0
2676,32,0,Minority,Low,Female,2,4,1
2677,22,0,Minority,Medium,Female,2,5,0
2678,21,1,Non-Minority,Low,Female,0,3,0
2679,43,1,Minority,Low,Male,0,2,0
2680,29,0,Non-Minority,High,Female,0,8,0
2681,43,0,Non-Minority,Low,Female,1,3,0
2682,25,0,Non-Minority,Low,Female,1,2,0
2683,47,1,Minority,Low,Female,0,1,0
2685,21,0,Non-Minority,Medium,Male,0,5,0
2687,54,1,Minority,Low,Female,0,1,0
2688,34,0,Non-Minority,Low,Female,3,1,1
2689,28,1,Non-Minority,Low,Male,2,2,0
2690,53,0,Minority,Low,Male,4,1,1
2691,54,1,Non-Minority,Low,Female,0,1,0
2696,34,0,Non-Minority,Low,Female,2,4,0
2698,60,0,Minority,Low,Male,0,1,1
2700,22,0,Non-Minority,Low,Female,0,4,0
2703,51,0,Non-Minority,Medium,Female,3,7,0
2704,29,0,Non-Minority,Low,Female,0,2,1
2708,28,1,Non-Minority,Medium,Female,5,6,0
2711,33,0,Minority,Low,Female,0,1,1
2713,43,1,Minority,Low,Female,4,2,0
2716,32,0,Minority,Medium,Female,5,5,1
2718,35,0,Non-Minority,Low,Male,0,3,1
2719,23,0,Non-Minority,Low,Female,1,4,1
2723,25,0,Non-Minority,Medium,Female,4,6,1
2724,69,0,Minority,Low,Female,6,2,1
2732,47,0,Non-Minority,Medium,Female,23,7,1
2735,29,0,Non-Minority,High,Female,13,10,1
2737,26,0,Non-Minority,High,Female,9,8,1
2745,28,0,Minority,Medium,Female,0,7,0
2746,48,1,Minority,Low,Female,1,1,1
2748,44,1,Minority,Low,Female,0,1,0
2749,42,1,Non-Minority,Medium,Female,7,5,0
2750,39,0,Non-Minority,Medium,Female,5,7,0
2752,55,1,Minority,Medium,Female,0,5,0
2753,27,0,Non-Minority,High,Female,5,9,1
2754,31,1,Minority,High,Male,0,9,0
2758,25,0,Non-Minority,Low,Female,0,2,0
2759,32,1,Minority,Medium,Female,6,7,0
2760,36,0,Non-Minority,Medium,Female,2,5,0
2762,21,0,Non-Minority,Medium,Female,3,7,1
2764,39,1,Minority,Low,Female,2,4,0
2765,26,1,Non-Minority,Low,Male,0,2,0
2766,28,0,Non-Minority,High,Female,8,8,1
2767,67,1,Minority,Low,Female,2,1,1
2771,37,1,Minority,Low,Female,3,1,0
2772,23,1,Non-Minority,High,Female,2,8,1
2773,49,1,Non-Minority,Medium,Male,14,7,1
2775,32,1,Minority,Medium,Female,9,7,1
2776,41,1,Minority,Medium,Female,9,6,0
2777,25,1,Non-Minority,Low,Female,1,3,0
2780,58,1,Minority,Low,Female,0,1,0
2782,44,1,Non-Minority,High,Female,19,9,1
2786,28,0,Non-Minority,Low,Female,1,4,0
2787,39,0,Non-Minority,Medium,Male,0,5,1
2788,54,0,Minority,Low,Female,0,1,0
2790,43,1,Minority,Low,Female,0,4,0
2792,31,1,Non-Minority,High,Female,5,10,0
2793,30,0,Non-Minority,High,Female,11,10,0
2794,27,1,Minority,Low,Female,4,4,1
2797,28,1,Non-Minority,Low,Female,0,2,1
2800,24,1,Non-Minority,Medium,Female,0,7,0
2802,43,1,Minority,Low,Female,0,1,0
2804,44,1,Non-Minority,Low,Female,10,4,1
2809,23,0,Non-Minority,Low,Female,0,3,0
2814,36,1,Minority,Low,Female,5,3,1
2817,27,0,Minority,High,Female,1,9,0
2819,24,0,Non-Minority,High,Female,0,10,1
2820,66,1,Minority,Low,Female,0,1,0
2821,36,0,Minority,Low,Male,3,4,0
2825,23,0,Minority,Low,Female,1,3,1
2828,22,1,Non-Minority,Medium,Male,0,7,1
2830,56,0,Non-Minority,Low,Female,4,1,0
2837,58,1,Non-Minority,Low,Male,3,1,0
2841,24,1,Minority,Medium,Female,3,5,0
2842,22,0,Non-Minority,Low,Female,0,3,1
2843,39,1,Minority,Low,Female,0,1,0
2845,46,0,Minority,Medium,Female,10,7,1
2846,38,0,Minority,Low,Female,1,1,1
2848,23,1,Minority,High,Female,0,8,1
2852,25,0,Non-Minority,High,Female,0,8,0
2854,31,0,Non-Minority,High,Female,19,9,1
2855,25,1,Non-Minority,Low,Male,1,3,1
2856,26,0,Non-Minority,Medium,Female,6,6,0
2857,25,0,Non-Minority,High,Female,2,9,0
2859,37,0,Minority,High,Female,11,8,1
2860,36,0,Non-Minority,Low,Female,0,1,0
2862,26,0,Non-Minority,Medium,Female,1,6,1
2864,35,0,Non-Minority,Low,Female,7,4,1
2865,22,0,Non-Minority,Low,Female,2,4,1
2867,25,0,Minority,Low,Female,0,2,0
2870,24,1,Non-Minority,Medium,Female,2,7,1
2871,21,0,Non-Minority,High,Female,0,9,1
2873,32,0,Minority,High,Female,15,9,1
2874,33,1,Non-Minority,Low,Female,2,2,1
2875,33,0,Non-Minority,High,Female,10,9,1
2879,29,1,Minority,Low,Female,0,3,0
2880,50,0,Minority,Low,Female,8,3,0
2883,33,0,Non-Minority,High,Female,14,8,1
2885,37,0,Non-Minority,High,Female,13,8,1
2886,27,0,Non-Minority,Medium,Female,9,7,1
2887,27,1,Non-Minority,Low,Female,0,1,0
2892,58,0,Non-Minority,Low,Female,1,1,0
2893,27,0,Non-Minority,High,Female,4,8,0
2897,28,0,Minority,Medium,Female,1,7,1
2898,31,1,Minority,Low,Male,0,3,0
2900,24,1,Non-Minority,Medium,Female,3,7,0
2901,26,0,Non-Minority,High,Female,6,9,1
2902,43,1,Minority,Low,Female,0,1,0
2907,22,0,Non-Minority,Medium,Female,3,6,1
2908,23,0,Non-Minority,Medium,Female,0,5,0
2910,42,1,Minority,Low,Female,0,4,0
2913,30,1,Non-Minority,High,Female,18,10,0
2914,29,0,Non-Minority,High,Female,1,9,0
2915,38,0,Minority,Low,Female,2,4,1
2917,26,1,Minority,Low,Female,3,4,0
2922,51,1,Non-Minority,Medium,Female,5,7,0
2926,23,0,Non-Minority,Low,Female,0,3,1
2927,34,0,Non-Minority,Medium,Female,7,5,1
2928,35,1,Non-Minority,Low,Female,1,2,0
2929,22,0,Minority,Low,Female,0,3,0
2930,29,1,Non-Minority,High,Female,10,10,1
2931,40,0,Non-Minority,Low,Female,0,2,0
2932,36,0,Non-Minority,Low,Female,2,2,0
2933,26,0,Non-Minority,High,Female,8,8,1
2934,25,0,Non-Minority,Low,Female,1,3,1
2935,69,1,Minority,Low,Female,0,1,0
2936,27,0,Non-Minority,Low,Female,1,4,0
2937,20,0,Minority,Medium,Female,0,5,1
2938,27,0,Non-Minority,Low,Female,1,1,0
2939,24,1,Non-Minority,Medium,Male,6,6,0
2943,42,0,Minority,Low,Female,0,1,0
2946,25,0,Minority,Low,Female,1,3,0
2951,25,0,Non-Minority,Low,Female,0,4,0
2952,22,0,Non-Minority,Low,Female,0,3,0
2954,21,0,Minority,Low,Female,0,4,0
2955,30,1,Non-Minority,Low,Female,1,2,0
2956,46,1,Minority,Medium,Female,9,5,0
2959,26,1,Non-Minority,Medium,Female,2,7,0
2961,33,0,Non-Minority,Medium,Female,0,5,1
2962,40,1,Non-Minority,Low,Female,1,1,0
2963,34,0,Minority,Low,Female,0,4,0
2964,22,0,Minority,Low,Female,1,2,1
2968,31,1,Non-Minority,Low,Female,4,3,1
2969,59,1,Minority,Low,Female,3,1,1
2972,50,0,Non-Minority,Low,Female,0,1,0
2974,57,0,Non-Minority,Medium,Female,8,5,1
2976,31,1,Non-Minority,Medium,Female,5,5,0
2979,44,0,Non-Minority,High,Female,9,8,0
2982,48,0,Non-Minority,High,Female,5,9,1
2983,25,0,Minority,Low,Male,0,4,0
2984,51,1,Non-Minority,Low,Female,5,3,0
2985,50,0,Minority,Low,Female,0,1,1
2988,57,0,Minority,Low,Female,2,1,0
2990,55,1,Minority,Low,Female,0,1,0
2991,59,0,Non-Minority,Low,Female,4,3,1
2992,42,0,Non-Minority,Low,Male,0,1,0
2997,32,0,Non-Minority,High,Female,21,9,1
3003,42,0,Non-Minority,Low,Female,1,4,0
3004,29,0,Non-Minority,High,Female,8,8,1
3005,21,0,Non-Minority,Medium,Female,1,6,0
3010,58,1,Minority,Low,Female,0,1,0
3014,22,0,Non-Minority,Medium,Female,1,7,1
3015,46,1,Minority,Low,Female,1,1,1
3019,50,1,Minority,Low,Female,0,2,1
3020,46,0,Non-Minority,High,Female,2,9,0
3021,44,0,Non-Minority,High,Male,11,8,1
3022,35,1,Non-Minority,Medium,Female,4,5,0
3023,30,0,Non-Minority,High,Female,14,9,1
3025,42,0,Non-Minority,Medium,Female,2,5,0
3027,46,0,Non-Minority,Low,Female,5,1,1
3029,42,0,Non-Minority,High,Female,0,10,1
3031,29,0,Minority,High,Female,7,10,1
3032,32,0,Non-Minority,Low,Female,8,4,0
3034,33,1,Non-Minority,Low,Male,1,1,0
3035,25,0,Minority,Low,Female,4,4,0
3036,33,1,Non-Minority,Low,Male,0,1,0
3039,35,0,Minority,Low,Female,1,1,1
3040,56,0,Non-Minority,Low,Female,1,1,0
3041,38,1,Minority,Low,Female,0,3,1
3042,40,1,Non-Minority,Low,Male,4,1,0
3046,28,0,Non-Minority,Low,Female,4,4,0
3051,51,1,Non-Minority,Low,Female,0,1,0
3053,35,1,Non-Minority,Low,Female,2,2,0
3055,61,0,Non-Minority,Low,Female,5,2,0
3056,25,0,Non-Minority,Low,Female,0,3,0
3057,25,0,Non-Minority,Medium,Female,4,7,1
3058,26,1,Non-Minority,Medium,Female,0,5,0
3064,42,1,Minority,Low,Female,1,1,0
3066,25,0,Non-Minority,Low,Male,1,4,0
3067,26,1,Non-Minority,High,Female,13,10,1
3068,31,0,Non-Minority,Medium,Female,9,7,0
3069,35,0,Minority,Low,Female,1,2,0
3074,34,0,Minority,Low,Female,0,1,0
3078,33,1,Minority,Low,Male,1,2,0
3081,30,0,Non-Minority,Low,Female,3,2,0
3084,50,1,Non-Minority,Low,Male,7,4,0
3085,21,0,Non-Minority,Medium,Female,0,5,0
3087,31,0,Non-Minority,Medium,Female,2,7,1
3089,23,1,Non-Minority,Low,Male,0,4,0
3090,25,0,Non-Minority,Medium,Female,1,6,0
3093,24,0,Minority,Medium,Male,1,5,0
3094,31,1,Non-Minority,High,Female,13,10,1
3096,60,0,Non-Minority,Low,Female,0,1,0
3101,30,0,Non-Minority,Low,Female,2,2,0
3107,46,1,Minority,Low,Female,0,1,0
3110,21,1,Minority,Low,Female,0,4,1
3112,35,0,Non-Minority,High,Female,0,8,0
3116,23,0,Non-Minority,High,Female,1,10,1
3117,23,0,Non-Minority,Medium,Female,3,6,1
3118,28,1,Non-Minority,Low,Female,2,4,0
3122,46,1,Minority,Low,Female,2,4,0
3129,56,0,Non-Minority,Low,Female,1,2,0
3134,24,1,Non-Minority,Low,Female,1,4,1
3136,33,1,Minority,Low,Male,0,1,0
3137,48,1,Minority,High,Female,2,8,0
3138,33,0,Non-Minority,Medium,Female,11,6,1
3145,30,0,Non-Minority,Medium,Female,7,5,1
3152,43,0,Minority,High,Male,7,8,0
3153,32,0,Minority,Low,Female,0,3,0
3156,49,0,Minority,Low,Female,4,1,0
3157,24,0,Minority,Low,Female,0,4,0
3158,26,0,Non-Minority,High,Female,1,9,0
3159,42,0,Minority,Low,Female,0,2,0
3160,22,0,Non-Minority,Medium,Female,1,6,1
3162,29,1,Minority,Medium,Female,7,7,1
3163,39,1,Minority,Low,Female,0,3,0
3164,27,0,Non-Minority,Medium,Female,13,6,1
3165,38,0,Minority,Medium,Female,2,5,1
3166,20,0,Minority,Low,Female,0,2,1
3168,25,0,Non-Minority,High,Female,4,10,1
3169,53,1,Minority,Low,Female,0,1,0
3170,27,1,Non-Minority,High,Male,0,8,1
3175,50,1,Minority,Low,Female,1,1,1
3176,41,0,Non-Minority,Medium,Female,4,5,0
3178,22,0,Minority,High,Female,5,8,1
3181,22,0,Minority,Medium,Female,0,7,1
3182,25,0,Non-Minority,Medium,Female,2,5,0
3183,42,0,Non-Minority,Low,Female,1,4,1
3190,24,0,Non-Minority,Low,Female,0,3,0
3191,37,0,Non-Minority,Low,Female,4,4,0
3192,37,1,Minority,Low,Female,0,1,0
3200,35,0,Non-Minority,Low,Female,1,1,1
3203,24,0,Minority,High,Male,0,8,0
3205,49,1,Minority,Low,Female,2,1,0
3206,38,0,Non-Minority,Medium,Female,9,6,0
3208,30,1,Non-Minority,Low,Male,0,2,0
3209,22,0,Non-Minority,Medium,Female,3,6,0
3212,25,0,Non-Minority,Medium,Female,0,7,1
3215,52,1,Minority,Low,Female,0,1,0
3217,26,0,Minority,Low,Female,0,2,0
3223,45,0,Minority,High,Female,9,9,1
3225,20,0,Non-Minority,High,Female,0,9,1
3226,29,0,Non-Minority,High,Female,4,8,0
3227,43,0,Minority,Medium,Female,1,6,1
3229,26,0,Minority,Medium,Female,2,5,0
3230,46,0,Non-Minority,Low,Male,4,4,0
3232,46,0,Non-Minority,Low,Male,0,1,0
3236,29,0,Non-Minority,High,Female,12,10,1
3237,41,1,Minority,Low,Female,0,1,0
3240,25,0,Non-Minority,Medium,Male,5,7,0
3242,23,0,Non-Minority,Medium,Female,2,7,0
3246,30,1,Minority,Low,Female,0,3,0
3247,34,0,Minority,Medium,Female,1,6,0
3248,70,0,Minority,Low,Female,11,1,1
3250,52,0,Minority,Low,Female,2,1,0
3255,51,1,Non-Minority,Low,Female,4,2,0
3260,55,0,Non-Minority,Medium,Female,21,6,1
3261,49,0,Minority,Low,Male,1,1,0
3265,47,0,Minority,Low,Male,0,1,0
3267,27,1,Non-Minority,Low,Female,0,2,0
3268,25,1,Minority,Medium,Female,5,7,1
3270,21,0,Non-Minority,High,Female,1,10,1
3272,37,0,Non-Minority,High,Female,26,10,1
3273,21,0,Non-Minority,High,Female,1,9,1
3274,21,0,Non-Minority,Medium,Female,0,6,0
3278,25,0,Non-Minority,High,Female,4,10,1
3280,27,0,Non-Minority,Medium,Male,3,5,1
3281,30,0,Minority,Low,Female,3,4,1
3283,70,1,Minority,Low,Female,0,1,0
3284,37,0,Minority,High,Female,11,9,1
3285,46,0,Non-Minority,Medium,Female,5,5,1
3288,43,0,Non-Minority,Low,Female,18,4,1
3289,38,0,Non-Minority,Medium,Female,15,6,0
3290,29,0,Non-Minority,Low,Female,0,4,0
3291,37,1,Non-Minority,Low,Female,8,2,1
3293,27,0,Minority,Low,Male,0,3,0
3298,31,1,Minority,Medium,Female,6,5,0
3299,29,0,Non-Minority,Low,Female,3,2,1
3301,30,1,Non-Minority,Low,Male,0,2,0
3302,25,0,Minority,Medium,Male,2,5,1
3304,40,0,Non-Minority,Low,Female,3,2,0
3306,33,1,Minority,Low,Female,1,3,0
3309,26,0,Minority,Medium,Female,5,5,1
3312,61,1,Minority,Low,Female,1,1,0
3314,30,0,Minority,Low,Female,2,4,0
3315,62,1,Minority,Low,Female,0,1,0
3316,27,1,Minority,High,Male,4,8,1
3318,48,0,Minority,Medium,Female,9,6,0
3319,40,0,Minority,Low,Male,0,2,0
3320,24,0,Minority,Low,Female,0,4,0
3322,22,0,Non-Minority,Low,Female,0,4,1
3323,30,1,Non-Minority,High,Female,4,8,1
3324,63,1,Minority,Low,Female,0,1,0
3326,33,0,Non-Minority,High,Female,4,10,0
3329,43,1,Minority,Low,Female,0,4,1
3331,26,0,Non-Minority,High,Female,3,10,1
3332,51,0,Non-Minority,Low,Female,1,1,0
3333,39,0,Minority,Low,Female,3,1,1
3337,32,0,Non-Minority,High,Female,14,8,1
3338,22,1,Non-Minority,Medium,Female,0,6,0
3339,59,0,Minority,Low,Female,0,1,0
3340,38,1,Non-Minority,Medium,Female,37,7,1
3341,23,0,Non-Minority,Medium,Female,2,6,0
3342,42,1,Non-Minority,Low,Female,0,1,1
3344,38,0,Non-Minority,Medium,Female,2,7,1
3345,34,0,Minority,Low,Male,2,3,0
3347,36,0,Non-Minority,Low,Male,7,3,1
3349,36,1,Non-Minority,Low,Female,0,3,1
3350,31,0,Non-Minority,Low,Female,1,1,0
3351,28,0,Non-Minority,Low,Male,3,4,1
3354,28,0,Non-Minority,Low,Female,1,2,1
3357,43,0,Non-Minority,Low,Female,0,4,0
3358,40,0,Non-Minority,Low,Female,1,1,0
3359,31,0,Non-Minority,High,Female,15,9,1
3360,54,0,Non-Minority,Medium,Female,6,7,1
3362,24,0,Non-Minority,High,Female,17,9,1
3369,21,0,Non-Minority,High,Female,1,9,1
3371,22,0,Non-Minority,Low,Female,0,3,0
3380,45,0,Non-Minority,Low,Male,1,4,0
3381,29,1,Non-Minority,Low,Female,1,2,1
3383,46,0,Non-Minority,Medium,Female,10,5,1
3384,21,0,Minority,High,Female,1,8,0
3386,35,0,Minority,Medium,Female,6,5,1
3387,52,1,Non-Minority,Low,Female,1,1,1
3390,48,1,Minority,Low,Female,0,1,0
3391,29,1,Non-Minority,High,Male,9,8,1
3392,48,1,Minority,Low,Female,0,1,0
3393,31,0,Non-Minority,Medium,Female,10,6,1
3394,21,0,Minority,High,Female,3,8,1
3396,47,1,Non-Minority,Medium,Female,0,5,0
3398,21,0,Non-Minority,High,Female,3,10,1
3399,35,0,Non-Minority,High,Female,13,10,0
3401,46,1,Non-Minority,Low,Female,3,1,1
3403,34,0,Non-Minority,Low,Female,5,4,1
3404,52,0,Non-Minority,Low,Female,2,1,0
3406,21,1,Minority,High,Female,0,8,1
3407,53,1,Minority,Low,Female,1,1,0
3408,19,0,Minority,Low,Male,0,3,1
3409,22,1,Non-Minority,Medium,Female,0,6,0
3410,45,0,Non-Minority,Low,Female,1,3,0
3411,27,0,Minority,Low,Male,0,2,0
3412,25,1,Minority,Low,Female,0,2,0
3413,30,0,Minority,Low,Female,0,4,1
3415,31,0,Non-Minority,Medium,Female,2,5,1
3417,28,0,Minority,Low,Female,3,3,0
3418,36,1,Non-Minority,Low,Female,3,2,1
3419,27,0,Non-Minority,Medium,Female,7,5,1
3420,42,0,Non-Minority,Low,Female,1,2,0
3422,35,0,Minority,Medium,Female,0,5,1
3423,33,0,Minority,Low,Male,2,2,0
3426,25,0,Non-Minority,High,Female,21,10,1
3427,42,1,Minority,Low,Male,0,1,0
3429,21,0,Non-Minority,Medium,Female,0,6,1
3431,28,1,Non-Minority,Low,Male,0,2,0
3434,27,0,Non-Minority,High,Female,25,10,1
3437,21,0,Minority,Medium,Male,0,6,0
3438,26,1,Minority,Medium,Female,0,6,1
3439,36,0,Minority,Low,Female,0,1,0
3441,49,0,Minority,Medium,Female,0,7,1
3444,44,0,Minority,Low,Female,0,2,1
3445,28,1,Minority,Low,Female,1,3,0
3448,35,0,Non-Minority,Medium,Male,12,7,1
3452,34,0,Non-Minority,Low,Female,3,1,0
3453,45,0,Non-Minority,Low,Female,15,3,1
3454,28,0,Non-Minority,Low,Female,9,3,1
3455,25,0,Non-Minority,Low,Male,1,3,0
3456,21,1,Non-Minority,High,Female,1,8,0
3457,48,0,Non-Minority,Low,Female,1,1,0
3458,37,1,Minority,Low,Female,1,2,0
3460,24,0,Non-Minority,Medium,Female,3,6,1
3462,37,1,Minority,Low,Female,1,1,1
3463,39,0,Minority,Low,Female,1,3,0
3464,24,0,Minority,Medium,Female,1,5,1
3470,23,0,Non-Minority,Low,Female,1,2,1
3475,43,0,Minority,Medium,Female,5,5,0
3476,28,1,Non-Minority,High,Female,6,8,1
3480,53,1,Non-Minority,Low,Female,1,2,0
3481,27,1,Non-Minority,Low,Male,2,4,1
3483,39,1,Minority,Low,Female,0,1,0
3484,47,0,Non-Minority,Medium,Female,22,7,1
3485,28,0,Non-Minority,Low,Female,4,2,1
3488,36,0,Minority,Low,Female,2,1,0
3489,24,0,Non-Minority,High,Male,1,9,0
3492,23,0,Non-Minority,Medium,Female,3,7,0
3493,26,0,Non-Minority,Low,Female,2,2,0
3498,31,0,Non-Minority,Low,Female,7,4,1
3499,30,0,Non-Minority,High,Male,14,10,1
3500,25,1,Minority,Medium,Female,2,6,0
3501,24,0,Non-Minority,High,Female,6,10,1
3504,26,1,Non-Minority,Low,Female,2,4,0
3508,20,0,Non-Minority,Medium,Male,0,5,0
3511,23,0,Minority,Low,Female,0,3,0
3512,26,0,Non-Minority,Medium,Female,5,7,1
3515,40,1,Minority,Low,Female,4,1,0
3521,19,0,Non-Minority,High,Female,1,10,1
3523,53,0,Minority,Low,Female,1,1,0
3528,24,0,Non-Minority,Low,Male,0,3,0
3531,33,0,Minority,Low,Male,2,3,0
3533,26,0,Minority,High,Female,8,10,1
3535,32,0,Minority,Low,Female,2,2,0
3536,25,0,Minority,Low,Female,0,2,1
3538,21,0,Non-Minority,Low,Female,1,2,0
3539,38,0,Non-Minority,Medium,Female,3,5,0
3540,23,0,Minority,Low,Female,0,2,0
3542,20,0,Minority,Medium,Female,0,6,1
3543,39,0,Minority,Low,Male,4,1,1
3544,24,0,Non-Minority,Low,Female,1,2,1
3547,49,0,Non-Minority,Low,Female,3,4,0
3550,31,0,Non-Minority,Medium,Female,7,7,1
3551,20,0,Non-Minority,Medium,Female,1,6,1
3552,28,1,Minority,Low,Female,0,3,0
3554,67,0,Minority,Low,Female,3,1,0
3562,52,0,Non-Minority,Low,Female,0,1,0
3563,45,0,Non-Minority,Medium,Female,17,7,1
3564,27,0,Non-Minority,Medium,Female,8,7,1
3566,22,0,Minority,High,Female,1,9,0
3570,40,1,Minority,Low,Female,0,1,1
3571,30,1,Minority,High,Female,1,8,1
3573,42,0,Non-Minority,Low,Female,1,1,0
3574,24,0,Non-Minority,Low,Female,2,3,1
3576,46,0,Minority,Low,Female,4,2,0
3577,38,0,Non-Minority,Low,Female,4,3,0
3584,26,1,Minority,Medium,Female,0,5,0
3585,54,1,Minority,Low,Female,1,1,1
3593,61,0,Minority,Low,Female,1,4,0
3594,51,1,Non-Minority,Low,Female,1,4,1
3596,57,0,Minority,Low,Female,0,1,0
3597,24,1,Minority,Medium,Female,3,5,1
3598,34,0,Non-Minority,Low,Female,1,1,0
3601,28,1,Non-Minority,Medium,Male,10,7,1
